country,allocKey,iso3,admin1,admin2,year,value
Ethiopia,9372622,ETH,Amhara,South Gonder,2005,246.1
Ethiopia,9382611,ETH,Amhara,South Gonder,2005,255.9
Ethiopia,9382612,ETH,Amhara,South Gonder,2005,319.6
Ethiopia,9382613,ETH,Amhara,South Gonder,2005,303.7
Ethiopia,9382614,ETH,Amhara,South Gonder,2005,327.3
Ethiopia,9382615,ETH,Amhara,South Gonder,2005,333.2
Ethiopia,9382616,ETH,Amhara,South Gonder,2005,436.5
Ethiopia,9382617,ETH,Amhara,South Gonder,2005,475.4
Ethiopia,9382618,ETH,Amhara,South Gonder,2005,386.1
Ethiopia,9382619,ETH,Amhara,South Gonder,2005,386.4
Ethiopia,9382620,ETH,Amhara,South Gonder,2005,294.1
Ethiopia,9382621,ETH,Amhara,South Gonder,2005,245.6
Ethiopia,9382622,ETH,Amhara,South Gonder,2005,246.3
Ethiopia,9392611,ETH,Amhara,South Gonder,2005,273.4
Ethiopia,9392612,ETH,Amhara,South Gonder,2005,302.2
Ethiopia,9392613,ETH,Amhara,South Gonder,2005,314.0
Ethiopia,9392614,ETH,Amhara,South Gonder,2005,329.3
Ethiopia,9392615,ETH,Amhara,South Gonder,2005,361.8
Ethiopia,9392616,ETH,Amhara,South Gonder,2005,385.0
Ethiopia,9392617,ETH,Amhara,South Gonder,2005,385.2
Ethiopia,9392618,ETH,Amhara,South Gonder,2005,390.2
Ethiopia,9392619,ETH,Amhara,South Gonder,2005,378.2
Ethiopia,9392620,ETH,Amhara,South Gonder,2005,258.0
Ethiopia,9392621,ETH,Amhara,South Gonder,2005,249.0
Ethiopia,9392622,ETH,Amhara,South Gonder,2005,1270.6
Ethiopia,9392623,ETH,Amhara,South Gonder,2005,242.4
Ethiopia,9402611,ETH,Amhara,South Gonder,2005,0.0
Ethiopia,9402612,ETH,Amhara,South Gonder,2005,253.7
Ethiopia,9402613,ETH,Amhara,South Gonder,2005,304.8
Ethiopia,9402614,ETH,Amhara,South Gonder,2005,318.1
Ethiopia,9402615,ETH,Amhara,South Gonder,2005,341.5
Ethiopia,9402616,ETH,Amhara,South Gonder,2005,0.0
Ethiopia,9402617,ETH,Amhara,South Gonder,2005,332.7
Ethiopia,9402618,ETH,Amhara,South Gonder,2005,4058.3
Ethiopia,9402619,ETH,Amhara,South Gonder,2005,312.5
Ethiopia,9402620,ETH,Amhara,South Gonder,2005,247.0
Ethiopia,9402621,ETH,Amhara,South Gonder,2005,249.6
Ethiopia,9402622,ETH,Amhara,South Gonder,2005,217.2
Ethiopia,9402623,ETH,Amhara,South Gonder,2005,242.3
Ethiopia,9412621,ETH,Amhara,South Gonder,2005,239.2
Ethiopia,9412611,ETH,Amhara,South Gonder,2005,263.7
Ethiopia,9412612,ETH,Amhara,South Gonder,2005,299.1
Ethiopia,9412613,ETH,Amhara,South Gonder,2005,300.8
Ethiopia,9412614,ETH,Amhara,South Gonder,2005,298.6
Ethiopia,9412615,ETH,Amhara,South Gonder,2005,297.2
Ethiopia,9412616,ETH,Amhara,South Gonder,2005,277.4
Ethiopia,9412617,ETH,Amhara,South Gonder,2005,0.0
Ethiopia,9412618,ETH,Amhara,South Gonder,2005,4204.6
Ethiopia,9412619,ETH,Amhara,South Gonder,2005,266.5
Ethiopia,9412620,ETH,Amhara,South Gonder,2005,250.0
Ethiopia,9412622,ETH,Amhara,South Gonder,2005,238.6
Ethiopia,9412623,ETH,Amhara,South Gonder,2005,238.3
Ethiopia,9412624,ETH,Amhara,South Gonder,2005,233.8
Ethiopia,9422611,ETH,Amhara,South Gonder,2005,265.4
Ethiopia,9422612,ETH,Amhara,South Gonder,2005,294.8
Ethiopia,9422613,ETH,Amhara,South Gonder,2005,307.7
Ethiopia,9422614,ETH,Amhara,South Gonder,2005,297.6
Ethiopia,9422615,ETH,Amhara,South Gonder,2005,0.0
Ethiopia,9422616,ETH,Amhara,South Gonder,2005,273.7
Ethiopia,9422617,ETH,Amhara,South Gonder,2005,271.8
Ethiopia,9422618,ETH,Amhara,South Gonder,2005,270.4
Ethiopia,9422619,ETH,Amhara,South Gonder,2005,251.4
Ethiopia,9422620,ETH,Amhara,South Gonder,2005,207.6
Ethiopia,9422621,ETH,Amhara,South Gonder,2005,202.2
Ethiopia,9422622,ETH,Amhara,South Gonder,2005,223.8
Ethiopia,9422623,ETH,Amhara,South Gonder,2005,236.7
Ethiopia,9422624,ETH,Amhara,South Gonder,2005,236.9
Ethiopia,9432613,ETH,Amhara,South Gonder,2005,232.2
Ethiopia,9432614,ETH,Amhara,South Gonder,2005,288.9
Ethiopia,9432615,ETH,Amhara,South Gonder,2005,274.8
Ethiopia,9432616,ETH,Amhara,South Gonder,2005,272.1
Ethiopia,9432617,ETH,Amhara,South Gonder,2005,267.3
Ethiopia,9432618,ETH,Amhara,South Gonder,2005,269.7
Ethiopia,9432619,ETH,Amhara,South Gonder,2005,4384.9
Ethiopia,9432620,ETH,Amhara,South Gonder,2005,199.8
Ethiopia,9432622,ETH,Amhara,South Gonder,2005,199.7
Ethiopia,9432623,ETH,Amhara,South Gonder,2005,211.8
Ethiopia,9432624,ETH,Amhara,South Gonder,2005,237.3
Ethiopia,9442615,ETH,Amhara,South Gonder,2005,3153.5
Ethiopia,9442613,ETH,Amhara,South Gonder,2005,314.7
Ethiopia,9442614,ETH,Amhara,South Gonder,2005,1439.0
Ethiopia,9442616,ETH,Amhara,South Gonder,2005,269.0
Ethiopia,9442617,ETH,Amhara,South Gonder,2005,266.2
Ethiopia,9442618,ETH,Amhara,South Gonder,2005,265.9
Ethiopia,9442619,ETH,Amhara,South Gonder,2005,209.1
Ethiopia,9442620,ETH,Amhara,South Gonder,2005,202.7
Ethiopia,9442622,ETH,Amhara,South Gonder,2005,199.1
Ethiopia,9442623,ETH,Amhara,South Gonder,2005,202.8
Ethiopia,9442624,ETH,Amhara,South Gonder,2005,209.5
Ethiopia,9452618,ETH,Amhara,South Gonder,2005,265.2
Ethiopia,9452614,ETH,Amhara,South Gonder,2005,299.2
Ethiopia,9452615,ETH,Amhara,South Gonder,2005,267.9
Ethiopia,9452616,ETH,Amhara,South Gonder,2005,0.0
Ethiopia,9452617,ETH,Amhara,South Gonder,2005,243.0
Ethiopia,9452619,ETH,Amhara,South Gonder,2005,203.6
Ethiopia,9452620,ETH,Amhara,South Gonder,2005,202.5
Ethiopia,9452621,ETH,Amhara,South Gonder,2005,200.2
Ethiopia,9452623,ETH,Amhara,South Gonder,2005,200.4
Ethiopia,9462616,ETH,Amhara,South Gonder,2005,243.0
Ethiopia,9462617,ETH,Amhara,South Gonder,2005,243.0
Ethiopia,9462618,ETH,Amhara,South Gonder,2005,243.1
Ethiopia,9462619,ETH,Amhara,South Gonder,2005,200.5
Ethiopia,9462620,ETH,Amhara,South Gonder,2005,198.3
Ethiopia,9462621,ETH,Amhara,South Gonder,2005,198.9
Ethiopia,9422632,ETH,Amhara,South Wollo,2005,13.5
Ethiopia,9422633,ETH,Amhara,South Wollo,2005,15.0
Ethiopia,9422635,ETH,Amhara,South Wollo,2005,15.0
Ethiopia,9422640,ETH,Amhara,South Wollo,2005,0.0
Ethiopia,9432631,ETH,Amhara,South Wollo,2005,12.6
Ethiopia,9432632,ETH,Amhara,South Wollo,2005,165.9
Ethiopia,9432635,ETH,Amhara,South Wollo,2005,233.7
Ethiopia,9432636,ETH,Amhara,South Wollo,2005,397.2
Ethiopia,9432637,ETH,Amhara,South Wollo,2005,25.1
Ethiopia,9432638,ETH,Amhara,South Wollo,2005,18.3
Ethiopia,9432639,ETH,Amhara,South Wollo,2005,16.5
Ethiopia,9432640,ETH,Amhara,South Wollo,2005,16.5
Ethiopia,9442625,ETH,Amhara,South Wollo,2005,10.0
Ethiopia,9442626,ETH,Amhara,South Wollo,2005,10.4
Ethiopia,9442629,ETH,Amhara,South Wollo,2005,185.8
Ethiopia,9442630,ETH,Amhara,South Wollo,2005,335.0
Ethiopia,9442631,ETH,Amhara,South Wollo,2005,421.3
Ethiopia,9442632,ETH,Amhara,South Wollo,2005,214.3
Ethiopia,9442635,ETH,Amhara,South Wollo,2005,393.4
Ethiopia,9442636,ETH,Amhara,South Wollo,2005,309.0
Ethiopia,9442637,ETH,Amhara,South Wollo,2005,292.6
Ethiopia,9442638,ETH,Amhara,South Wollo,2005,544.5
Ethiopia,9442639,ETH,Amhara,South Wollo,2005,16.4
Ethiopia,9452624,ETH,Amhara,South Wollo,2005,10.5
Ethiopia,9452625,ETH,Amhara,South Wollo,2005,9.9
Ethiopia,9452626,ETH,Amhara,South Wollo,2005,0.0
Ethiopia,9452627,ETH,Amhara,South Wollo,2005,367.3
Ethiopia,9452628,ETH,Amhara,South Wollo,2005,167.3
Ethiopia,9452629,ETH,Amhara,South Wollo,2005,395.7
Ethiopia,9452630,ETH,Amhara,South Wollo,2005,593.0
Ethiopia,9452631,ETH,Amhara,South Wollo,2005,302.6
Ethiopia,9452632,ETH,Amhara,South Wollo,2005,172.3
Ethiopia,9452633,ETH,Amhara,South Wollo,2005,148.3
Ethiopia,9452634,ETH,Amhara,South Wollo,2005,331.5
Ethiopia,9452635,ETH,Amhara,South Wollo,2005,602.9
Ethiopia,9452636,ETH,Amhara,South Wollo,2005,714.3
Ethiopia,9452637,ETH,Amhara,South Wollo,2005,567.4
Ethiopia,9452638,ETH,Amhara,South Wollo,2005,765.5
Ethiopia,9462624,ETH,Amhara,South Wollo,2005,10.9
Ethiopia,9462625,ETH,Amhara,South Wollo,2005,10.7
Ethiopia,9462626,ETH,Amhara,South Wollo,2005,10.4
Ethiopia,9462627,ETH,Amhara,South Wollo,2005,268.4
Ethiopia,9462628,ETH,Amhara,South Wollo,2005,290.4
Ethiopia,9462629,ETH,Amhara,South Wollo,2005,481.7
Ethiopia,9462630,ETH,Amhara,South Wollo,2005,641.8
Ethiopia,9462631,ETH,Amhara,South Wollo,2005,402.6
Ethiopia,9462632,ETH,Amhara,South Wollo,2005,410.1
Ethiopia,9462633,ETH,Amhara,South Wollo,2005,329.8
Ethiopia,9462634,ETH,Amhara,South Wollo,2005,300.1
Ethiopia,9462635,ETH,Amhara,South Wollo,2005,549.5
Ethiopia,9462636,ETH,Amhara,South Wollo,2005,640.7
Ethiopia,9462637,ETH,Amhara,South Wollo,2005,655.5
Ethiopia,9462638,ETH,Amhara,South Wollo,2005,627.5
Ethiopia,9472624,ETH,Amhara,South Wollo,2005,10.9
Ethiopia,9472625,ETH,Amhara,South Wollo,2005,10.9
Ethiopia,9472626,ETH,Amhara,South Wollo,2005,10.9
Ethiopia,9472627,ETH,Amhara,South Wollo,2005,421.8
Ethiopia,9472628,ETH,Amhara,South Wollo,2005,380.5
Ethiopia,9472629,ETH,Amhara,South Wollo,2005,340.4
Ethiopia,9472630,ETH,Amhara,South Wollo,2005,605.7
Ethiopia,9472631,ETH,Amhara,South Wollo,2005,269.6
Ethiopia,9472632,ETH,Amhara,South Wollo,2005,353.0
Ethiopia,9472633,ETH,Amhara,South Wollo,2005,535.6
Ethiopia,9472634,ETH,Amhara,South Wollo,2005,385.6
Ethiopia,9472635,ETH,Amhara,South Wollo,2005,630.9
Ethiopia,9472636,ETH,Amhara,South Wollo,2005,653.9
Ethiopia,9472637,ETH,Amhara,South Wollo,2005,383.9
Ethiopia,9472638,ETH,Amhara,South Wollo,2005,471.0
Ethiopia,9472639,ETH,Amhara,South Wollo,2005,498.4
Ethiopia,9482623,ETH,Amhara,South Wollo,2005,10.8
Ethiopia,9482624,ETH,Amhara,South Wollo,2005,10.8
Ethiopia,9482625,ETH,Amhara,South Wollo,2005,11.0
Ethiopia,9482626,ETH,Amhara,South Wollo,2005,245.4
Ethiopia,9482627,ETH,Amhara,South Wollo,2005,421.3
Ethiopia,9482628,ETH,Amhara,South Wollo,2005,409.1
Ethiopia,9482629,ETH,Amhara,South Wollo,2005,165.5
Ethiopia,9482630,ETH,Amhara,South Wollo,2005,366.4
Ethiopia,9482631,ETH,Amhara,South Wollo,2005,242.2
Ethiopia,9482632,ETH,Amhara,South Wollo,2005,358.7
Ethiopia,9482633,ETH,Amhara,South Wollo,2005,404.2
Ethiopia,9482634,ETH,Amhara,South Wollo,2005,439.0
Ethiopia,9482635,ETH,Amhara,South Wollo,2005,753.3
Ethiopia,9482636,ETH,Amhara,South Wollo,2005,728.4
Ethiopia,9482637,ETH,Amhara,South Wollo,2005,556.1
Ethiopia,9482638,ETH,Amhara,South Wollo,2005,598.3
Ethiopia,9482639,ETH,Amhara,South Wollo,2005,151.0
Ethiopia,9482640,ETH,Amhara,South Wollo,2005,288.8
Ethiopia,9492628,ETH,Amhara,South Wollo,2005,153.7
Ethiopia,9492623,ETH,Amhara,South Wollo,2005,11.0
Ethiopia,9492624,ETH,Amhara,South Wollo,2005,10.9
Ethiopia,9492625,ETH,Amhara,South Wollo,2005,0.0
Ethiopia,9492626,ETH,Amhara,South Wollo,2005,468.6
Ethiopia,9492627,ETH,Amhara,South Wollo,2005,123.3
Ethiopia,9492629,ETH,Amhara,South Wollo,2005,69.3
Ethiopia,9492631,ETH,Amhara,South Wollo,2005,313.4
Ethiopia,9492632,ETH,Amhara,South Wollo,2005,535.6
Ethiopia,9492633,ETH,Amhara,South Wollo,2005,253.5
Ethiopia,9492634,ETH,Amhara,South Wollo,2005,145.3
Ethiopia,9492635,ETH,Amhara,South Wollo,2005,718.6
Ethiopia,9492636,ETH,Amhara,South Wollo,2005,646.7
Ethiopia,9492637,ETH,Amhara,South Wollo,2005,716.1
Ethiopia,9492638,ETH,Amhara,South Wollo,2005,726.4
Ethiopia,9492639,ETH,Amhara,South Wollo,2005,517.7
Ethiopia,9492640,ETH,Amhara,South Wollo,2005,56.7
Ethiopia,9492641,ETH,Amhara,South Wollo,2005,1125.2
Ethiopia,9502623,ETH,Amhara,South Wollo,2005,11.3
Ethiopia,9502624,ETH,Amhara,South Wollo,2005,11.7
Ethiopia,9502625,ETH,Amhara,South Wollo,2005,598.7
Ethiopia,9502626,ETH,Amhara,South Wollo,2005,304.7
Ethiopia,9502627,ETH,Amhara,South Wollo,2005,166.2
Ethiopia,9502628,ETH,Amhara,South Wollo,2005,215.9
Ethiopia,9502629,ETH,Amhara,South Wollo,2005,179.3
Ethiopia,9502630,ETH,Amhara,South Wollo,2005,375.1
Ethiopia,9502631,ETH,Amhara,South Wollo,2005,351.4
Ethiopia,9502632,ETH,Amhara,South Wollo,2005,293.7
Ethiopia,9502633,ETH,Amhara,South Wollo,2005,329.7
Ethiopia,9502634,ETH,Amhara,South Wollo,2005,714.9
Ethiopia,9502635,ETH,Amhara,South Wollo,2005,749.3
Ethiopia,9502636,ETH,Amhara,South Wollo,2005,776.8
Ethiopia,9502637,ETH,Amhara,South Wollo,2005,691.7
Ethiopia,9502639,ETH,Amhara,South Wollo,2005,457.1
Ethiopia,9512623,ETH,Amhara,South Wollo,2005,13.9
Ethiopia,9512624,ETH,Amhara,South Wollo,2005,16.2
Ethiopia,9512625,ETH,Amhara,South Wollo,2005,724.0
Ethiopia,9512626,ETH,Amhara,South Wollo,2005,703.0
Ethiopia,9512627,ETH,Amhara,South Wollo,2005,413.0
Ethiopia,9512628,ETH,Amhara,South Wollo,2005,523.8
Ethiopia,9512629,ETH,Amhara,South Wollo,2005,810.0
Ethiopia,9512630,ETH,Amhara,South Wollo,2005,607.4
Ethiopia,9512631,ETH,Amhara,South Wollo,2005,229.4
Ethiopia,9512632,ETH,Amhara,South Wollo,2005,238.3
Ethiopia,9512633,ETH,Amhara,South Wollo,2005,491.7
Ethiopia,9512634,ETH,Amhara,South Wollo,2005,611.4
Ethiopia,9512635,ETH,Amhara,South Wollo,2005,678.2
Ethiopia,9512636,ETH,Amhara,South Wollo,2005,772.6
Ethiopia,9512637,ETH,Amhara,South Wollo,2005,639.8
Ethiopia,9522623,ETH,Amhara,South Wollo,2005,15.8
Ethiopia,9522624,ETH,Amhara,South Wollo,2005,16.7
Ethiopia,9522625,ETH,Amhara,South Wollo,2005,609.4
Ethiopia,9522626,ETH,Amhara,South Wollo,2005,768.9
Ethiopia,9522627,ETH,Amhara,South Wollo,2005,679.9
Ethiopia,9522628,ETH,Amhara,South Wollo,2005,682.0
Ethiopia,9522629,ETH,Amhara,South Wollo,2005,821.9
Ethiopia,9522630,ETH,Amhara,South Wollo,2005,537.4
Ethiopia,9522631,ETH,Amhara,South Wollo,2005,303.3
Ethiopia,9522632,ETH,Amhara,South Wollo,2005,220.5
Ethiopia,9522633,ETH,Amhara,South Wollo,2005,308.8
Ethiopia,9522634,ETH,Amhara,South Wollo,2005,544.1
Ethiopia,9522635,ETH,Amhara,South Wollo,2005,689.3
Ethiopia,9532623,ETH,Amhara,South Wollo,2005,15.0
Ethiopia,9532624,ETH,Amhara,South Wollo,2005,15.0
Ethiopia,9532625,ETH,Amhara,South Wollo,2005,13.1
Ethiopia,9532626,ETH,Amhara,South Wollo,2005,723.6
Ethiopia,9532627,ETH,Amhara,South Wollo,2005,632.7
Ethiopia,9532628,ETH,Amhara,South Wollo,2005,792.7
Ethiopia,9532629,ETH,Amhara,South Wollo,2005,851.2
Ethiopia,9532630,ETH,Amhara,South Wollo,2005,757.9
Ethiopia,9532631,ETH,Amhara,South Wollo,2005,524.4
Ethiopia,9532632,ETH,Amhara,South Wollo,2005,330.8
Ethiopia,9532633,ETH,Amhara,South Wollo,2005,361.6
Ethiopia,9532634,ETH,Amhara,South Wollo,2005,590.0
Ethiopia,9542623,ETH,Amhara,South Wollo,2005,11.2
Ethiopia,9542624,ETH,Amhara,South Wollo,2005,11.6
Ethiopia,9542625,ETH,Amhara,South Wollo,2005,12.6
Ethiopia,9542626,ETH,Amhara,South Wollo,2005,633.5
Ethiopia,9542627,ETH,Amhara,South Wollo,2005,380.5
Ethiopia,9542628,ETH,Amhara,South Wollo,2005,856.3
Ethiopia,9542629,ETH,Amhara,South Wollo,2005,798.0
Ethiopia,9542630,ETH,Amhara,South Wollo,2005,706.3
Ethiopia,9542631,ETH,Amhara,South Wollo,2005,705.1
Ethiopia,9542632,ETH,Amhara,South Wollo,2005,853.2
Ethiopia,9542633,ETH,Amhara,South Wollo,2005,873.3
Ethiopia,9542634,ETH,Amhara,South Wollo,2005,748.7
Ethiopia,9552623,ETH,Amhara,South Wollo,2005,11.2
Ethiopia,9552624,ETH,Amhara,South Wollo,2005,819.4
Ethiopia,9552625,ETH,Amhara,South Wollo,2005,11.6
Ethiopia,9552626,ETH,Amhara,South Wollo,2005,12.9
Ethiopia,9552627,ETH,Amhara,South Wollo,2005,414.7
Ethiopia,9552628,ETH,Amhara,South Wollo,2005,728.6
Ethiopia,9552629,ETH,Amhara,South Wollo,2005,810.0
Ethiopia,9552630,ETH,Amhara,South Wollo,2005,840.5
Ethiopia,9552631,ETH,Amhara,South Wollo,2005,758.7
Ethiopia,9552632,ETH,Amhara,South Wollo,2005,920.3
Ethiopia,9552633,ETH,Amhara,South Wollo,2005,804.2
Ethiopia,9552634,ETH,Amhara,South Wollo,2005,381.2
Ethiopia,9562623,ETH,Amhara,South Wollo,2005,11.0
Ethiopia,9562626,ETH,Amhara,South Wollo,2005,10.0
Ethiopia,9562627,ETH,Amhara,South Wollo,2005,356.2
Ethiopia,9562628,ETH,Amhara,South Wollo,2005,431.7
Ethiopia,9562629,ETH,Amhara,South Wollo,2005,651.6
Ethiopia,9562630,ETH,Amhara,South Wollo,2005,698.3
Ethiopia,9562631,ETH,Amhara,South Wollo,2005,540.5
Ethiopia,9562632,ETH,Amhara,South Wollo,2005,893.8
Ethiopia,9562633,ETH,Amhara,South Wollo,2005,777.3
Ethiopia,9572631,ETH,Amhara,South Wollo,2005,430.8
Ethiopia,9572632,ETH,Amhara,South Wollo,2005,562.0
Ethiopia,9582631,ETH,Amhara,South Wollo,2005,264.8
Ethiopia,9222624,ETH,Amhara,Wag Hemira,2005,43.3
Ethiopia,9222627,ETH,Amhara,Wag Hemira,2005,109.0
Ethiopia,9222628,ETH,Amhara,Wag Hemira,2005,108.3
Ethiopia,9232623,ETH,Amhara,Wag Hemira,2005,59.7
Ethiopia,9232624,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9232627,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9232628,ETH,Amhara,Wag Hemira,2005,79.8
Ethiopia,9242622,ETH,Amhara,Wag Hemira,2005,11.7
Ethiopia,9242623,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9242624,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9242627,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9242628,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9252621,ETH,Amhara,Wag Hemira,2005,90.3
Ethiopia,9252622,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9252623,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9252629,ETH,Amhara,Wag Hemira,2005,110.3
Ethiopia,9252630,ETH,Amhara,Wag Hemira,2005,113.7
Ethiopia,9252631,ETH,Amhara,Wag Hemira,2005,114.2
Ethiopia,9262621,ETH,Amhara,Wag Hemira,2005,80.2
Ethiopia,9262622,ETH,Amhara,Wag Hemira,2005,43.6
Ethiopia,9262623,ETH,Amhara,Wag Hemira,2005,43.5
Ethiopia,9262624,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9262626,ETH,Amhara,Wag Hemira,2005,43.2
Ethiopia,9262627,ETH,Amhara,Wag Hemira,2005,43.4
Ethiopia,9262628,ETH,Amhara,Wag Hemira,2005,93.3
Ethiopia,9262629,ETH,Amhara,Wag Hemira,2005,109.6
Ethiopia,9262630,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9262631,ETH,Amhara,Wag Hemira,2005,109.6
Ethiopia,9272621,ETH,Amhara,Wag Hemira,2005,59.9
Ethiopia,9272622,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9272623,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9272624,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9272627,ETH,Amhara,Wag Hemira,2005,65.6
Ethiopia,9272628,ETH,Amhara,Wag Hemira,2005,106.4
Ethiopia,9272629,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9272630,ETH,Amhara,Wag Hemira,2005,110.1
Ethiopia,9282622,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9282623,ETH,Amhara,Wag Hemira,2005,43.2
Ethiopia,9282626,ETH,Amhara,Wag Hemira,2005,7.3
Ethiopia,9282627,ETH,Amhara,Wag Hemira,2005,59.3
Ethiopia,9282628,ETH,Amhara,Wag Hemira,2005,109.8
Ethiopia,9282629,ETH,Amhara,Wag Hemira,2005,110.2
Ethiopia,9282630,ETH,Amhara,Wag Hemira,2005,109.6
Ethiopia,9282631,ETH,Amhara,Wag Hemira,2005,110.9
Ethiopia,9292623,ETH,Amhara,Wag Hemira,2005,58.7
Ethiopia,9292624,ETH,Amhara,Wag Hemira,2005,78.9
Ethiopia,9292625,ETH,Amhara,Wag Hemira,2005,63.0
Ethiopia,9292626,ETH,Amhara,Wag Hemira,2005,71.4
Ethiopia,9292627,ETH,Amhara,Wag Hemira,2005,109.2
Ethiopia,9292628,ETH,Amhara,Wag Hemira,2005,109.6
Ethiopia,9292629,ETH,Amhara,Wag Hemira,2005,193.1
Ethiopia,9292630,ETH,Amhara,Wag Hemira,2005,109.6
Ethiopia,9302622,ETH,Amhara,Wag Hemira,2005,0.0
Ethiopia,9302623,ETH,Amhara,Wag Hemira,2005,137.3
Ethiopia,9302624,ETH,Amhara,Wag Hemira,2005,213.9
Ethiopia,9302625,ETH,Amhara,Wag Hemira,2005,79.5
Ethiopia,9302626,ETH,Amhara,Wag Hemira,2005,122.0
Ethiopia,9302627,ETH,Amhara,Wag Hemira,2005,124.1
Ethiopia,9302628,ETH,Amhara,Wag Hemira,2005,111.5
Ethiopia,9302629,ETH,Amhara,Wag Hemira,2005,883.8
Ethiopia,9302630,ETH,Amhara,Wag Hemira,2005,109.5
Ethiopia,9302631,ETH,Amhara,Wag Hemira,2005,154.3
Ethiopia,9312622,ETH,Amhara,Wag Hemira,2005,135.3
Ethiopia,9312623,ETH,Amhara,Wag Hemira,2005,138.9
Ethiopia,9312624,ETH,Amhara,Wag Hemira,2005,139.0
Ethiopia,9312625,ETH,Amhara,Wag Hemira,2005,139.2
Ethiopia,9312626,ETH,Amhara,Wag Hemira,2005,138.9
Ethiopia,9312627,ETH,Amhara,Wag Hemira,2005,138.6
Ethiopia,9312628,ETH,Amhara,Wag Hemira,2005,135.8
Ethiopia,9312629,ETH,Amhara,Wag Hemira,2005,115.9
Ethiopia,9312630,ETH,Amhara,Wag Hemira,2005,110.2
Ethiopia,9312631,ETH,Amhara,Wag Hemira,2005,125.0
Ethiopia,9322623,ETH,Amhara,Wag Hemira,2005,139.0
Ethiopia,9322624,ETH,Amhara,Wag Hemira,2005,139.1
Ethiopia,9322625,ETH,Amhara,Wag Hemira,2005,166.1
Ethiopia,9322626,ETH,Amhara,Wag Hemira,2005,179.1
Ethiopia,9322627,ETH,Amhara,Wag Hemira,2005,138.3
Ethiopia,9322628,ETH,Amhara,Wag Hemira,2005,139.4
Ethiopia,9322629,ETH,Amhara,Wag Hemira,2005,146.7
Ethiopia,9322630,ETH,Amhara,Wag Hemira,2005,127.6
Ethiopia,9322631,ETH,Amhara,Wag Hemira,2005,131.3
Ethiopia,9332624,ETH,Amhara,Wag Hemira,2005,146.1
Ethiopia,9332623,ETH,Amhara,Wag Hemira,2005,27.5
Ethiopia,9332625,ETH,Amhara,Wag Hemira,2005,62.6
Ethiopia,9332626,ETH,Amhara,Wag Hemira,2005,144.8
Ethiopia,9332627,ETH,Amhara,Wag Hemira,2005,148.2
Ethiopia,9382604,ETH,Amhara,West Gojam,2005,75.1
Ethiopia,9392603,ETH,Amhara,West Gojam,2005,72.5
Ethiopia,9392604,ETH,Amhara,West Gojam,2005,100.0
Ethiopia,9392605,ETH,Amhara,West Gojam,2005,104.7
Ethiopia,9392606,ETH,Amhara,West Gojam,2005,65.3
Ethiopia,9392607,ETH,Amhara,West Gojam,2005,66.8
Ethiopia,9402603,ETH,Amhara,West Gojam,2005,24.7
Ethiopia,9402604,ETH,Amhara,West Gojam,2005,101.9
Ethiopia,9402605,ETH,Amhara,West Gojam,2005,0.0
Ethiopia,9402606,ETH,Amhara,West Gojam,2005,104.2
Ethiopia,9402607,ETH,Amhara,West Gojam,2005,94.9
Ethiopia,9402608,ETH,Amhara,West Gojam,2005,129.0
Ethiopia,9402610,ETH,Amhara,West Gojam,2005,94.2
Ethiopia,9412601,ETH,Amhara,West Gojam,2005,0.0
Ethiopia,9412602,ETH,Amhara,West Gojam,2005,98.1
Ethiopia,9412603,ETH,Amhara,West Gojam,2005,100.2
Ethiopia,9412604,ETH,Amhara,West Gojam,2005,105.9
Ethiopia,9412605,ETH,Amhara,West Gojam,2005,110.0
Ethiopia,9412606,ETH,Amhara,West Gojam,2005,107.6
Ethiopia,9412607,ETH,Amhara,West Gojam,2005,89.5
Ethiopia,9412608,ETH,Amhara,West Gojam,2005,83.6
Ethiopia,9412610,ETH,Amhara,West Gojam,2005,90.0
Ethiopia,9422601,ETH,Amhara,West Gojam,2005,98.4
Ethiopia,9422602,ETH,Amhara,West Gojam,2005,98.9
Ethiopia,9422603,ETH,Amhara,West Gojam,2005,102.3
Ethiopia,9422604,ETH,Amhara,West Gojam,2005,108.0
Ethiopia,9422605,ETH,Amhara,West Gojam,2005,127.7
Ethiopia,9422606,ETH,Amhara,West Gojam,2005,160.7
Ethiopia,9422607,ETH,Amhara,West Gojam,2005,115.4
Ethiopia,9422608,ETH,Amhara,West Gojam,2005,105.0
Ethiopia,9422609,ETH,Amhara,West Gojam,2005,89.6
