country,allocKey,iso3,admin1,admin2,year,value,rowCol,row,col,x,y,percentage
Ethiopia,9472605,ETH,Amhara,Awi,2005,1547.1,2605 - 947,2605,947,37.0416666658,11.1249999996,0.001173036848415223
Ethiopia,9482598,ETH,Amhara,Awi,2005,179.8,2598 - 948,2598,948,36.4583333325,11.0416666663,1.363273384687849E-4
Ethiopia,9482599,ETH,Amhara,Awi,2005,10.2,2599 - 948,2599,948,36.5416666658,11.0416666663,7.733808967639631E-6
Ethiopia,9482600,ETH,Amhara,Awi,2005,22.0,2600 - 948,2600,948,36.6249999991,11.0416666663,1.668076444000705E-5
Ethiopia,9482601,ETH,Amhara,Awi,2005,25.7,2601 - 948,2601,948,36.7083333325,11.0416666663,1.9486165732190053E-5
Ethiopia,9482602,ETH,Amhara,Awi,2005,27.2,2602 - 948,2602,948,36.7916666658,11.0416666663,2.062349058037235E-5
Ethiopia,9482603,ETH,Amhara,Awi,2005,29.9,2603 - 948,2603,948,36.8749999991,11.0416666663,2.2670675307100487E-5
Ethiopia,9482604,ETH,Amhara,Awi,2005,0.0,2604 - 948,2604,948,36.9583333325,11.0416666663,0.0
Ethiopia,9482605,ETH,Amhara,Awi,2005,30.4,2605 - 948,2605,948,37.0416666658,11.0416666663,2.304978358982792E-5
Ethiopia,9492598,ETH,Amhara,Awi,2005,0.8,2598 - 949,2598,949,36.4583333325,10.9583333329,6.065732523638928E-7
Ethiopia,9492599,ETH,Amhara,Awi,2005,10.3,2599 - 949,2599,949,36.5416666658,10.9583333329,7.809630624185119E-6
Ethiopia,9492600,ETH,Amhara,Awi,2005,18.1,2600 - 949,2600,949,36.6249999991,10.9583333329,1.3723719834733072E-5
Ethiopia,9492601,ETH,Amhara,Awi,2005,24.1,2601 - 949,2601,949,36.7083333325,10.9583333329,1.827301922746227E-5
Ethiopia,9492602,ETH,Amhara,Awi,2005,25.8,2602 - 949,2602,949,36.7916666658,10.9583333329,1.956198738873554E-5
Ethiopia,9492603,ETH,Amhara,Awi,2005,30.0,2603 - 949,2603,949,36.8749999991,10.9583333329,2.2746496963645974E-5
Ethiopia,9492604,ETH,Amhara,Awi,2005,28.2,2604 - 949,2604,949,36.9583333325,10.9583333329,2.1381707145827216E-5
Ethiopia,9492605,ETH,Amhara,Awi,2005,30.5,2605 - 949,2605,949,37.0416666658,10.9583333329,2.312560524637341E-5
Ethiopia,9502597,ETH,Amhara,Awi,2005,0.9,2597 - 950,2597,950,36.3749999991,10.8749999996,6.823949089093793E-7
Ethiopia,9502598,ETH,Amhara,Awi,2005,1.1,2598 - 950,2598,950,36.4583333325,10.8749999996,8.340382220003525E-7
Ethiopia,9502599,ETH,Amhara,Awi,2005,9.3,2599 - 950,2599,950,36.5416666658,10.8749999996,7.051414058730253E-6
Ethiopia,9502600,ETH,Amhara,Awi,2005,9.4,2600 - 950,2600,950,36.6249999991,10.8749999996,7.127235715275739E-6
Ethiopia,9502601,ETH,Amhara,Awi,2005,19.5,2601 - 950,2601,950,36.7083333325,10.8749999996,1.4785223026369884E-5
Ethiopia,9502602,ETH,Amhara,Awi,2005,22.8,2602 - 950,2602,950,36.7916666658,10.8749999996,1.7287337692370942E-5
Ethiopia,9502603,ETH,Amhara,Awi,2005,24.9,2603 - 950,2603,950,36.8749999991,10.8749999996,1.887959247982616E-5
Ethiopia,9502604,ETH,Amhara,Awi,2005,26.9,2604 - 950,2604,950,36.9583333325,10.8749999996,2.039602561073589E-5
